Tiempo desde erupcion (d);Magnitud;;;;;;;;;;;;
7300,9;11,6;;;;;;;;;;;;
7302,9;11,5;;;;;;;;;;;;
7304,4;10,6;;;;;;;;;;;;
7307,9;10,8;;;;;;;;;;;;
7308,9;11,5;;;;;;;;;;;;
7320,9;11,6;;;;;;;;;;;;
7329,9;11,0;;;;;;;;;;;;
7333,4;10,7;;;;;;;;;;;;
7336,9;11,4;;;;;;;;;;;;
7347,8;11,6;;;;;;;;;;;;
7361,9;11,5;;;;;;;;;;;;
7364,9;11,6;;;;;;;;;;;;
7379,7;11,6;;;;;;;;;;;;
7387,8;11,7;;;;;;;;;;;;
7390,8;11,5;;;;;;;;;;;;
7393,8;11,5;;;;;;;;;;;;
7407,7;11,5;;;;;;;;;;;;
7408,7;11,1;;;;;;;;;;;;
7410,7;11,6;;;;;;;;;;;;
7416,2;10,6;;;;;;;;;;;;
7418,8;11,3;;;;;;;;;;;;
7424,9;11,7;;;;;;;;;;;;
7428,8;11,1;;;;;;;;;;;;
7429,7;11,1;;;;;;;;;;;;
7434,7;11,5;;;;;;;;;;;;
7441,8;10,6;;;;;;;;;;;;
7442,7;11,4;;;;;;;;;;;;
7442,7;11,3;;;;;;;;;;;;
7445,8;10,7;;;;;;;;;;;;
7447,8;11,4;;;;;;;;;;;;
7449,8;10,8;;;;;;;;;;;;
7451,8;11,5;;;;;;;;;;;;
7465,7;11,5;;;;;;;;;;;;
7466,8;10,6;;;;;;;;;;;;
7468,7;11,6;;;;;;;;;;;;
7471,7;11,2;;;;;;;;;;;;
7478,7;11,6;;;;;;;;;;;;
7479,8;10,9;;;;;;;;;;;;
7494,2;10,6;;;;;;;;;;;;
7494,7;11,4;;;;;;;;;;;;
7494,8;10,5;;;;;;;;;;;;
7495,8;10,6;;;;;;;;;;;;
7496,7;11,5;;;;;;;;;;;;
7496,8;10,7;;;;;;;;;;;;
7498,7;11,0;;;;;;;;;;;;
7502,8;10,8;;;;;;;;;;;;
7503,7;11,5;;;;;;;;;;;;
7509,9;10,9;;;;;;;;;;;;
7510,7;11,7;;;;;;;;;;;;
7510,8;10,9;;;;;;;;;;;;
7513,8;10,8;;;;;;;;;;;;
7518,8;11,0;;;;;;;;;;;;
7523,6;11,5;;;;;;;;;;;;
7524,1;10,7;;;;;;;;;;;;
7524,6;11,0;;;;;;;;;;;;
7527,8;10,9;;;;;;;;;;;;
7529,6;11,3;;;;;;;;;;;;
7544,7;11,3;;;;;;;;;;;;
7551,5;11,1;;;;;;;;;;;;
7552,7;10,9;;;;;;;;;;;;
7553,7;10,8;;;;;;;;;;;;
7554,7;10,8;;;;;;;;;;;;
7555,7;10,8;;;;;;;;;;;;
7557,5;11,0;;;;;;;;;;;;
7557,6;11,6;;;;;;;;;;;;
7558,7;10,8;;;;;;;;;;;;
7559,1;10,5;;;;;;;;;;;;
7561,7;11,3;;;;;;;;;;;;
7561,8;10,9;;;;;;;;;;;;
7562,8;10,9;;;;;;;;;;;;
7563,8;11,0;;;;;;;;;;;;
7564,5;11,0;;;;;;;;;;;;
7565,8;10,8;;;;;;;;;;;;
7566,5;11,0;;;;;;;;;;;;
7570,8;11,1;;;;;;;;;;;;
7571,8;10,9;;;;;;;;;;;;
7572,8;10,7;;;;;;;;;;;;
7573,8;10,7;;;;;;;;;;;;
7582,6;11,6;;;;;;;;;;;;
7582,8;10,8;;;;;;;;;;;;
7583;10,6;;;;;;;;;;;;
7586,5;11,5;;;;;;;;;;;;
7652,9;11,7;;;;;;;;;;;;
7658,9;11,6;;;;;;;;;;;;
7678,9;11,6;;;;;;;;;;;;
7688,9;11,6;;;;;;;;;;;;
7706,9;11,6;;;;;;;;;;;;
7729,8;11,7;;;;;;;;;;;;
7738,7;11,8;;;;;;;;;;;;
7751,8;11,7;;;;;;;;;;;;
7760,7;11,7;;;;;;;;;;;;
7766,8;11,7;;;;;;;;;;;;
7771,7;11,7;;;;;;;;;;;;
7771,7;11,2;;;;;;;;;;;;
7778,8;11,7;;;;;;;;;;;;
7788,7;11,7;;;;;;;;;;;;
7790,2;10,6;;;;;;;;;;;;
7791,7;11,7;;;;;;;;;;;;
7792,9;10,9;;;;;;;;;;;;
7795,7;11,7;;;;;;;;;;;;
7801,7;11,1;;;;;;;;;;;;
7801,8;10,6;;;;;;;;;;;;
7801,9;11,7;;;;;;;;;;;;
7805,7;11,7;;;;;;;;;;;;
7818,7;11,8;;;;;;;;;;;;
7821,7;11,9;;;;;;;;;;;;
7822,1;10,6;;;;;;;;;;;;
7822,8;10,5;;;;;;;;;;;;
7824,7;11,2;;;;;;;;;;;;
7825,7;10,8;;;;;;;;;;;;
7833,7;10,7;;;;;;;;;;;;
7839,8;10,6;;;;;;;;;;;;
7839,9;11,9;;;;;;;;;;;;
7843,7;11,8;;;;;;;;;;;;
7847,7;;;;;;;;;;;;;
7849,7;10,3;;;;;;;;;;;;
7855,7;10,4;;;;;;;;;;;;
7856,2;10,6;;;;;;;;;;;;
7857,6;11,7;;;;;;;;;;;;
7865,8;11,8;;;;;;;;;;;;
7869,7;11,7;;;;;;;;;;;;
7875,7;11,7;;;;;;;;;;;;
7878,6;11,0;;;;;;;;;;;;
7878,7;11,7;;;;;;;;;;;;
7880,7;10,7;;;;;;;;;;;;
7886,7;11,6;;;;;;;;;;;;
7893,6;10,6;;;;;;;;;;;;
7894,1;10,6;;;;;;;;;;;;
7904,7;11,7;;;;;;;;;;;;
7910,7;11,6;;;;;;;;;;;;
7918,1;10,7;;;;;;;;;;;;
7921,7;11,7;;;;;;;;;;;;
7935,7;11,7;;;;;;;;;;;;
7939,7;11,7;;;;;;;;;;;;
7950;10,7;;;;;;;;;;;;
7951,7;11,7;;;;;;;;;;;;
7965,6;11,6;;;;;;;;;;;;
8040,4;10,7;;;;;;;;;;;;
8063,9;11,6;;;;;;;;;;;;
8068,8;11,7;;;;;;;;;;;;
8070,9;11,6;;;;;;;;;;;;
8075,9;11,6;;;;;;;;;;;;
8086,9;11,7;;;;;;;;;;;;
8093,9;11,6;;;;;;;;;;;;
8099,9;11,7;;;;;;;;;;;;
8100,8;10,6;;;;;;;;;;;;
8104,9;11,6;;;;;;;;;;;;
8118,8;11,6;;;;;;;;;;;;
8119,3;10,8;;;;;;;;;;;;
8120,8;10,7;;;;;;;;;;;;
8121,8;11,7;;;;;;;;;;;;
8128,8;11,6;;;;;;;;;;;;
8132,8;11,7;;;;;;;;;;;;
8140,7;11,7;;;;;;;;;;;;
8144,7;11,7;;;;;;;;;;;;
8148,7;11,7;;;;;;;;;;;;
8151,7;11,7;;;;;;;;;;;;
8160,7;11,6;;;;;;;;;;;;
8165,8;10,7;;;;;;;;;;;;
8172,7;11,6;;;;;;;;;;;;
8173,7;10,5;;;;;;;;;;;;
8180,8;11,7;;;;;;;;;;;;
8186,7;11,7;;;;;;;;;;;;
8188,8;10,4;;;;;;;;;;;;
8200,7;11,6;;;;;;;;;;;;
8206,6;10,7;;;;;;;;;;;;
8207,7;11,7;;;;;;;;;;;;
8211,6;10,8;;;;;;;;;;;;
8211,7;11,6;;;;;;;;;;;;
8216,6;10,5;;;;;;;;;;;;
8217,6;10,4;;;;;;;;;;;;
8223,6;11,8;;;;;;;;;;;;
8229,7;11,7;;;;;;;;;;;;
8230,6;10,5;;;;;;;;;;;;
8232,7;11,7;;;;;;;;;;;;
8235,7;10,9;;;;;;;;;;;;
8238,6;10,6;;;;;;;;;;;;
8242,6;10,6;;;;;;;;;;;;
8243,2;10,5;;;;;;;;;;;;
8245,7;11,5;;;;;;;;;;;;
8247,6;10,5;;;;;;;;;;;;
8247,7;10,9;;;;;;;;;;;;
8249,7;11,7;;;;;;;;;;;;
8251,6;10,5;;;;;;;;;;;;
