Tiempo desde erupcion (d);Magnitud
37,590568;11,529
37,591251;11,528
37,591922;11,533
37,592594;11,545
37,593253;11,545
37,593925;11,542
37,594608;11,528
37,595279;11,538
37,59595;11,525
37,59661;11,554
37,597293;11,544
37,597964;11,537
37,598624;11,523
37,599284;11,537
37,599955;11,541
37,90674;11,604
37,9091;11,589
38,444341;11,687
38,445001;11,673
38,445649;11,695
38,446309;11,679
38,446969;11,709
38,447628;11,709
38,448288;11,688
38,448948;11,685
38,449608;11,71
38,450279;11,704
38,450927;11,704
38,451587;11,704
38,452258;11,703
38,452918;11,721
38,453566;11,708
38,454214;11,707
38,454874;11,701
38,455545;11,706
38,456193;11,698
38,456853;11,698
38,457524;11,708
38,458184;11,722
38,458855;11,715
38,459503;11,713
38,460163;11,718
38,460834;11,705
38,461494;11,724
38,462154;11,709
38,462825;11,712
38,463473;11,717
38,464133;11,696
38,464804;11,71
38,465464;11,689
38,466124;11,698
38,466795;11,689
38,467443;11,698
38,468115;11,718
38,468786;11,714
38,469446;11,705
38,470094;11,685
38,470765;11,714
38,471413;11,72
38,472073;11,712
38,472744;11,722
38,473392;11,709
38,474064;11,726
38,474712;11,703
38,475383;11,734
38,476043;11,73
38,476691;11,718
38,477362;11,749
38,47801;11,736
38,47867;11,724
38,479341;11,714
38,480013;11,732
38,480672;11,722
38,481321;11,739
38,481992;11,718
38,482663;11,708
38,483323;11,703
38,483994;11,689
38,484654;11,712
38,485314;11,706
38,485962;11,697
38,486633;11,704
38,487293;11,674
38,487964;11,702
38,488612;11,703
38,489284;11,68
38,489955;11,65
38,490626;11,646
38,491286;11,66
38,491946;11,655
38,492605;11,662
38,493277;11,662
38,493925;11,648
38,494596;11,646
38,495267;11,646
38,495927;11,666
38,496598;11,684
38,49727;11,688
38,498219;11,822
38,498867;11,783
38,499538;11,715
38,500198;11,732
38,500858;11,743
38,501529;11,793
38,502698;11,757
38,503369;11,747
38,504029;11,754
38,504689;11,733
38,50536;11,745
38,50602;11,749
38,506691;11,778
38,507362;11,736
38,508022;11,74
38,508693;11,731
38,509353;11,707
38,510024;11,736
38,510696;11,727
38,511344;11,726
38,512015;11,752
38,512686;11,754
38,513358;11,726
38,514017;11,715
38,514677;11,753
38,515348;11,73
38,51602;11,751
38,516691;11,74
38,517351;11,767
38,518022;11,753
38,518693;11,742
38,519365;11,763
38,520036;11,752
38,520696;11,748
38,521367;11,742
38,522027;11,754
38,522686;11,75
38,523358;11,766
38,524029;11,762
38,524689;11,748
38,52536;11,763
38,526031;11,776
38,526691;11,753
38,527351;11,759
38,528022;11,761
38,528693;11,805
38,529365;11,781
38,530024;11,781
38,530684;11,757
38,531344;11,746
38,532003;11,767
38,532675;11,768
38,533346;11,75
38,534006;11,772
38,534677;11,754
39,441679;11,754
39,442316;11,773
39,442976;11,785
39,443624;11,794
39,444284;11,753
39,444943;11,789
39,445603;11,753
39,446263;11,77
39,446922;11,798
39,447582;11,771
39,448242;11,781
39,448902;11,782
39,449561;11,773
39,450221;11,766
39,450881;11,763
39,45154;11,778
39,452212;11,817
39,45286;11,755
39,45352;11,769
39,454179;11,768
39,454839;11,783
39,455499;11,769
39,456147;11,784
39,456807;11,787
39,457466;11,801
39,458126;11,794
39,458786;11,789
39,459446;11,811
39,460094;11,782
39,460742;11,788
39,461402;11,781
39,462061;11,785
39,462733;11,807
39,463392;11,782
39,464052;11,784
39,4647;11,786
39,465348;11,776
39,465996;11,81
39,466656;11,756
39,467328;11,801
39,467987;11,795
39,468635;11,795
39,469295;11,765
39,469966;11,815
39,470626;11,786
39,471274;11,798
39,471934;11,801
39,472605;11,794
39,473265;11,794
39,473913;11,795
39,474561;11,767
39,475233;11,784
39,475892;11,794
39,476552;11,793
39,477212;11,79
39,477883;11,795
39,478543;11,787
39,479203;11,805
39,479874;11,771
39,480534;11,809
39,481193;11,771
39,481841;11,796
39,482513;11,775
39,483172;11,774
39,483832;11,756
39,48448;11,781
39,485152;11,777
39,4858;11,781
39,486471;11,776
39,487131;11,805
39,48779;11,796
39,488439;11,79
39,48911;11,803
39,48977;11,816
39,490418;11,801
39,491089;11,784
39,491749;11,793
39,49242;11,791
39,49308;11,785
39,493728;11,796
39,494388;11,799
39,495348;11,837
39,496008;11,824
39,496668;11,814
39,497328;11,841
39,497999;11,821
39,498659;11,826
39,499897;11,838
39,500568;11,796
39,501216;11,812
39,501888;11,813
39,502536;11,826
39,503207;11,815
39,503878;11,798
39,504527;11,832
39,505198;11,796
39,505858;11,801
39,506529;11,842
39,507177;11,804
39,507848;11,802
39,508508;11,805
39,509179;11,813
39,509851;11,814
39,510499;11,804
39,51117;11,811
39,511841;11,808
39,51249;11,825
39,513161;11,813
39,513821;11,818
39,514492;11,814
39,515152;11,825
39,515823;11,799
39,516494;11,823
39,517154;11,817
39,517825;11,817
39,518485;11,814
39,519145;11,793
39,519816;11,822
39,520476;11,828
39,521147;11,825
39,521807;11,822
39,522466;11,822
39,523115;11,826
39,523786;11,823
39,524457;11,842
39,525117;11,838
39,525777;11,835
39,526448;11,848
39,527108;11,828
39,527779;11,847
39,52845;11,834
39,52911;11,85
39,52977;11,849
39,530429;11,858
39,531101;11,837
39,53176;11,845
39,532432;11,88
39,78107;12,169
39,78322;12,143
39,78545;12,148
39,78769;12,174
39,78992;12,164
39,79215;12,167
39,79438;12,156
39,79663;12,181
39,79888;12,168
39,80111;12,155
39,80333;12,179
39,80555;12,173
39,80772;12,166
39,80994;12,174
39,81213;12,174
39,81663;12,17
39,81881;12,181
40,438855;12,443
40,439515;12,452
40,440186;12,444
40,440834;12,442
40,441494;12,451
40,442165;12,46
40,442814;12,42
40,443485;12,418
40,444145;12,458
40,444793;12,426
40,445464;12,474
40,446112;12,438
40,446772;12,439
40,447443;12,451
40,448091;12,441
40,448763;12,435
40,449422;12,466
40,450094;12,478
40,450742;12,434
40,451413;12,417
40,452061;12,432
40,452733;12,439
40,453381;12,44
40,45404;12,462
40,454712;12,457
40,455383;12,465
40,456043;12,448
40,456691;12,458
40,457362;12,427
40,45801;12,466
40,458682;12,432
40,459341;12,436
40,460013;12,452
40,460672;12,419
40,461344;12,484
40,462003;12,445
40,462675;12,447
40,463323;12,474
40,463994;12,449
40,464654;12,453
40,465325;12,43
40,465985;12,436
40,466668;12,463
40,467316;12,472
40,467987;12,451
40,468659;12,465
40,469318;12,468
40,46999;12,46
40,470649;12,466
40,471309;12,459
40,471969;12,423
40,472617;12,449
40,473288;12,438
40,473936;12,472
40,474608;12,454
40,475267;12,484
40,475939;12,444
40,476598;12,474
40,47727;12,472
40,477918;12,457
40,478589;12,457
40,479237;12,453
40,479909;12,431
40,48058;12,47
40,481251;12,456
40,481911;12,456
40,482582;12,446
40,483242;12,46
40,483902;12,427
40,484573;12,44
40,485233;12,46
40,485892;12,452
40,486552;12,469
40,487212;12,465
40,487871;12,443
40,488543;12,432
40,489203;12,44
40,489874;12,458
40,490545;12,462
40,491205;12,424
40,491865;12,438
40,492825;12,483
40,493496;12,501
40,494168;12,491
40,494839;12,498
40,495499;12,495
40,49617;12,465
40,497142;12,475
40,497802;12,475
40,498473;12,474
40,499133;12,464
40,499804;12,488
40,500476;12,478
40,501135;12,47
40,501807;12,471
40,502466;12,483
40,503126;12,46
40,503786;12,482
40,504457;12,499
40,505128;12,47
40,505788;12,47
40,506459;12,473
40,507119;12,468
40,50779;12,481
40,50845;12,468
40,509121;12,459
40,509793;12,494
40,510464;12,472
40,511124;12,467
40,511784;12,5
40,512455;12,489
40,513126;12,464
40,513786;12,483
40,514457;12,467
40,515117;12,486
40,515777;12,469
40,516448;12,496
40,517119;12,432
40,51779;12,479
40,518462;12,464
40,519133;12,46
40,519804;12,495
40,520464;12,443
40,521135;12,483
40,521807;12,462
40,522478;12,484
40,523138;12,456
40,523797;12,479
40,524457;12,487
40,525128;12,472
40,5258;12,477
40,526471;12,464
40,527142;12,481
40,527814;12,479
40,528485;12,48
40,529133;12,473
40,78616;12,513
40,78843;12,522
40,79074;12,535
40,79303;12,523
40,79539;12,514
40,79774;12,497
40,80007;12,513
40,80235;12,527
40,80457;12,523
40,8068;12,528
40,80905;12,524
40,81131;12,509
40,83579;12,514
40,83805;12,504
40,84034;12,535
40,84261;12,519
41,436031;12,452
41,436691;12,418
41,437351;12,452
41,438022;12,46
41,43867;12,443
41,43933;12,457
41,440001;12,433
41,440661;12,436
41,441332;12,456
41,44198;12,46
41,442652;12,457
41,4433;12,428
41,443959;12,449
41,444631;12,461
41,44529;12,454
41,445962;12,441
41,44661;12,45
41,44727;12,489
41,447929;12,451
41,448589;12,489
41,44926;12,434
41,449909;12,446
41,450568;12,481
41,45124;12,454
41,451888;12,482
41,452536;12,465
41,453207;12,486
41,453855;12,48
41,454527;12,444
41,455175;12,429
41,455846;12,471
41,456506;12,462
41,457165;12,44
41,457837;12,456
41,458496;12,423
41,459168;12,428
41,459839;12,46
41,460487;12,451
41,461159;12,439
41,46183;12,435
41,46249;12,455
41,463161;12,413
41,463809;12,44
41,464457;12,419
41,465128;12,431
41,4658;12,401
41,466448;12,438
41,467119;12,41
41,467767;12,458
41,468439;12,394
41,469087;12,41
41,469758;12,447
41,470418;12,435
41,471089;12,434
41,471749;12,447
41,47242;12,405
41,47308;12,435
41,473751;12,425
41,474399;12,423
41,475071;12,412
41,47573;12,451
41,476402;12,431
41,477073;12,461
41,477721;12,438
41,478392;12,444
41,47904;12,425
41,479712;12,434
41,48036;12,458
41,481031;12,429
41,481679;12,416
41,482351;12,455
41,483022;12,461
41,483693;12,395
41,484341;12,419
41,485013;12,405
41,485684;12,425
41,486355;12,433
41,487003;12,405
41,487675;12,405
41,488334;12,41
41,488994;12,397
41,489955;12,436
41,490638;12,449
41,491309;12,469
41,491969;12,443
41,49264;12,45
41,493311;12,434
41,49433;12,464
41,49499;12,447
41,495661;12,466
41,496321;12,465
41,496992;12,435
41,497663;12,438
41,498311;12,439
41,498983;12,402
41,499654;12,412
41,500325;12,432
41,500985;12,459
41,501656;12,468
41,502328;12,442
41,502987;12,421
41,503659;12,434
41,504318;12,44
41,50499;12,448
41,505661;12,476
41,506332;12,418
41,507003;12,425
41,507663;12,43
41,508323;12,445
41,508994;12,421
41,509665;12,442
41,510325;12,443
41,510985;12,441
41,511656;12,436
41,512328;12,456
41,512999;12,414
41,513659;12,438
41,514318;12,428
41,51499;12,437
41,515649;12,441
41,516321;12,448
41,516992;12,437
41,517663;12,47
41,518334;12,429
41,519006;12,433
41,519677;12,434
41,520337;12,43
41,521008;12,427
41,521679;12,425
41,522351;12,436
41,523022;12,434
41,523682;12,435
41,524353;12,432
41,525013;12,415
41,525684;12,418
41,526355;12,445
41,78855;12,396
41,79083;12,385
41,79307;12,397
41,79533;12,387
41,79757;12,382
41,79982;12,388
41,80205;12,379
41,8068;12,395
41,80902;12,394
41,81124;12,432
41,81344;12,378
41,81556;12,395
41,81765;12,38
41,81977;12,369
41,82197;12,38
41,82418;12,366
41,82638;12,382
41,85714;12,324
41,8599;12,058
41,90431;12,287
41,90696;12,018
42,02081;12,105
42,02339;11,837
42,06541;11,897
42,06815;11,78
42,11793;12,159
42,12072;11,752
42,16409;12,274
42,433242;12,156
42,433913;12,174
42,434573;12,152
42,435221;12,208
42,435892;12,163
42,436552;12,155
42,437212;12,167
42,437883;12,198
42,438543;12,175
42,439214;12,159
42,439874;12,185
42,440534;12,177
42,441193;12,178
42,441841;12,177
42,442513;12,16
42,443172;12,185
42,443821;12,167
42,444492;12,162
42,445152;12,163
42,445811;12,154
42,446459;12,14
42,447131;12,159
42,44779;12,146
42,44845;12,139
42,44911;12,172
42,449781;12,117
42,450441;12,161
42,451101;12,105
42,45176;12,161
42,45242;12,152
42,45308;12,158
42,45374;12,142
42,454399;12,123
42,455059;12,125
42,455707;12,113
42,456378;12,135
42,45705;12,122
42,457709;12,142
42,458381;12,145
42,459029;12,149
42,4597;12,128
42,460371;12,13
42,461031;12,137
42,461679;12,129
42,462351;12,134
42,462999;12,124
42,46367;12,135
42,46433;12,151
42,465001;12,112
42,465661;12,141
42,466321;12,122
42,46698;12,135
42,467652;12,132
42,468311;12,122
42,468971;12,149
42,469642;12,124
42,470302;12,133
42,470973;12,146
42,471633;12,163
42,472293;12,121
42,472953;12,128
42,473612;12,131
42,47426;12,131
42,474932;12,124
42,475591;12,133
42,476251;12,108
42,476911;12,141
42,477571;12,13
42,47823;12,147
42,478902;12,123
42,479561;12,124
42,480221;12,125
42,480881;12,13
42,481552;12,148
42,482212;12,124
42,482871;12,116
42,483531;12,133
42,484191;12,14
42,484862;12,154
42,485522;12,145
42,486193;12,143
42,487142;12,14
42,487814;12,146
42,488473;12,173
42,489145;12,132
42,489816;12,162
42,490476;12,127
42,491633;12,126
42,492304;12,134
42,492964;12,137
42,493635;12,137
42,494295;12,141
42,494966;12,112
42,495626;12,12
42,496297;12,131
42,496969;12,113
42,497628;12,134
42,4983;12,141
42,498959;12,136
42,499631;12,113
42,500302;12,124
42,500962;12,138
42,501633;12,12
42,502293;12,126
42,502953;12,122
42,503624;12,137
42,504295;12,133
42,504955;12,131
42,505626;12,119
42,506286;12,119
42,506957;12,124
42,507617;12,132
42,508288;12,121
42,508959;12,134
42,509631;12,135
42,51029;12,139
42,510962;12,154
42,511621;12,121
42,512293;12,139
42,512964;12,118
42,513647;12,116
42,514307;12,124
42,514978;12,138
42,515649;12,131
42,516309;12,118
42,516969;12,133
42,51764;12,115
42,5183;12,144
42,518959;12,119
42,519619;12,132
42,52029;12,142
42,520962;12,146
42,521633;12,111
42,522316;12,125
42,522976;12,136
42,523647;12,139
43,01397;11,804
43,01732;11,51
43,07011;11,657
43,07329;11,438
43,11558;11,537
43,11887;11,315
43,16079;11,569
43,16406;11,292
43,430534;11,578
43,431182;11,549
43,431841;11,547
43,432513;11,569
43,433161;11,547
43,433821;11,566
43,434492;11,567
43,43514;11,556
43,435811;11,554
43,436459;11,565
43,437119;11,569
43,43779;11,555
43,438439;11,554
43,439098;11,568
43,439758;11,562
43,440429;11,563
43,441089;11,562
43,44176;11,576
43,44242;11,57
43,44308;11,571
43,443763;11,589
43,444411;11,559
43,445071;11,554
43,445742;11,533
43,446402;11,575
43,44705;11,558
43,447721;11,534
43,448369;11,539
43,449029;11,541
43,4497;11,579
43,450348;11,567
43,45102;11,538
43,451668;11,537
43,452339;11,548
43,452999;11,523
43,45367;11,544
43,45433;11,549
43,454978;11,549
43,455649;11,551
43,456309;11,562
43,45698;11,567
43,457652;11,542
43,458311;11,576
43,458983;11,542
43,459642;11,531
43,460314;11,547
43,460962;11,562
43,461633;11,571
43,462281;11,565
43,462953;11,552
43,463601;11,546
43,464272;11,554
43,46492;11,558
43,465591;11,554
43,466263;11,55
43,466911;11,522
43,467582;11,561
43,46823;11,526
43,468902;11,557
43,469573;11,536
43,470233;11,537
43,470904;11,522
43,471552;11,52
43,472223;11,552
43,472895;11,546
43,473554;11,538
43,474214;11,528
43,474885;11,528
43,475557;11,516
43,476205;11,52
43,476876;11,507
43,477547;11,522
43,478196;11,53
43,478867;11,53
43,479515;11,543
43,480186;11,521
43,480858;11,539
43,481506;11,517
43,482177;11,525
43,482848;11,53
43,483508;11,505
43,48448;11,512
43,485152;11,528
43,485823;11,523
43,486494;11,525
43,487165;11,534
43,487825;11,526
43,488797;11,528
43,489457;11,534
43,490117;11,526
43,490788;11,521
43,491436;11,528
43,492108;11,515
43,492779;11,535
43,493439;11,524
43,494098;11,53
43,494758;11,523
43,495418;11,537
43,496078;11,503
43,496737;11,503
43,497409;11,528
43,498068;11,519
43,49874;11,512
43,499399;11,515
43,500071;11,521
43,500742;11,545
43,501402;11,501
43,502061;11,535
43,502721;11,52
43,503381;11,549
43,504052;11,538
43,504723;11,529
43,505383;11,526
43,506054;11,524
43,506714;11,514
43,507385;11,52
43,508057;11,506
43,508728;11,543
43,509399;11,52
43,510071;11,521
43,51073;11,515
43,51139;11,516
43,512061;11,506
43,512733;11,523
43,513392;11,526
43,514052;11,532
43,514712;11,532
43,515371;11,533
43,516043;11,532
43,516714;11,542
43,517374;11,538
43,518034;11,537
43,518705;11,514
43,519376;11,523
43,520047;11,522
43,520707;11,524
43,521367;11,542
43,53912;11,62
43,54339;11,601
43,5475;11,581
43,55166;11,591
43,55589;11,556
43,56021;11,535
43,56441;11,557
43,56861;11,552
43,57286;11,552
43,57713;11,546
44,04932;11,09
44,427686;11,444
44,428334;11,391
44,428983;11,411
44,429631;11,421
44,430279;11,448
44,430939;11,455
44,431598;11,446
44,432258;11,417
44,432918;11,444
44,433578;11,441
44,434237;11,394
44,434885;11,425
44,435545;11,445
44,436205;11,39
44,436865;11,436
44,437513;11,43
44,438184;11,411
44,438844;11,429
44,439503;11,434
44,440163;11,435
44,440811;11,438
44,441483;11,428
44,442142;11,425
44,44279;11,436
44,443439;11,441
44,444098;11,437
44,444758;11,404
44,445418;11,458
44,446066;11,43
44,446726;11,445
44,447397;11,412
44,448057;11,427
44,448716;11,425
44,449376;11,418
44,450047;11,391
44,450696;11,397
44,451367;11,372
44,452027;11,429
44,452675;11,423
44,453346;11,44
44,454006;11,418
44,454654;11,411
44,455302;11,425
44,455973;11,396
44,456633;11,391
44,457281;11,385
44,457953;11,399
44,458601;11,422
44,459249;11,393
44,45992;11,391
44,46058;11,401
44,461228;11,401
44,461899;11,383
44,462559;11,411
44,463219;11,393
44,463878;11,446
44,464527;11,4
44,465198;11,381
44,465858;11,42
44,466506;11,401
44,467177;11,407
44,467825;11,418
44,468496;11,417
44,469156;11,391
44,469816;11,389
44,470476;11,402
44,471124;11,433
44,471784;11,431
44,472443;11,45
44,473103;11,393
44,473763;11,416
44,474422;11,417
44,475082;11,433
44,475742;11,406
44,476402;11,436
44,477073;11,419
44,477733;11,379
44,478404;11,437
44,479064;11,425
44,479723;11,421
44,480383;11,418
44,481043;11,448
44,481992;11,469
44,482663;11,439
44,483334;11,463
44,483994;11,484
44,484654;11,486
44,485302;11,483
44,485996;11,446
44,486656;11,436
44,487316;11,461
44,487976;11,461
44,488635;11,465
44,489295;11,458
44,489955;11,465
44,490615;11,443
44,491274;11,456
44,491934;11,442
44,492594;11,457
44,493265;11,48
44,493925;11,426
44,494584;11,451
44,495244;11,462
44,495904;11,448
44,496575;11,418
44,497235;11,463
44,497895;11,468
44,498566;11,463
44,499226;11,472
44,499885;11,445
44,500557;11,505
44,501216;11,469
44,501888;11,449
44,502536;11,469
44,503207;11,454
44,503867;11,465
44,504527;11,442
44,505186;11,444
44,505846;11,45
44,506517;11,434
44,507189;11,451
44,507848;11,436
44,50852;11,457
44,509179;11,453
44,509851;11,442
44,510522;11,434
44,511182;11,462
44,511841;11,46
44,512513;11,447
44,513172;11,47
44,513832;11,46
44,514503;11,48
44,515163;11,447
44,515834;11,436
44,516494;11,452
44,517154;11,438
44,517814;11,441
44,518485;11,468
45,42492;11,469
45,42558;11,468
45,426228;11,463
45,426888;11,454
45,427547;11,451
45,428219;11,477
45,428878;11,453
45,429527;11,46
45,430175;11,482
45,430846;11,428
45,431494;11,427
45,432142;11,444
45,432814;11,444
45,433473;11,478
45,434121;11,456
45,434793;11,478
45,435453;11,479
45,436101;11,459
45,436749;11,452
45,43742;11,458
45,43808;11,466
45,438728;11,482
45,439388;11,461
45,440059;11,468
45,440719;11,47
45,441367;11,465
45,442027;11,478
45,442698;11,477
45,443358;11,469
45,444006;11,485
45,444665;11,481
45,445337;11,487
45,445985;11,479
45,446656;11,501
45,447316;11,484
45,447964;11,458
45,448635;11,489
45,449295;11,467
45,449966;11,474
45,450626;11,476
45,451286;11,487
45,451934;11,481
45,452605;11,491
45,453253;11,486
45,453925;11,503
45,454573;11,495
45,455233;11,472
45,455892;11,482
45,45654;11,504
45,457212;11,488
45,45786;11,485
45,458531;11,519
45,459191;11,492
45,459839;11,495
45,46051;11,516
45,461182;11,491
45,461841;11,495
45,462501;11,487
45,463172;11,493
45,463832;11,514
45,464503;11,5
45,465163;11,487
45,465834;11,529
45,466483;11,493
45,467154;11,508
45,467814;11,516
45,468473;11,508
45,469145;11,518
45,469804;11,517
45,470464;11,47
45,471135;11,496
45,471795;11,484
45,472466;11,502
45,473126;11,489
45,473797;11,49
45,474446;11,491
45,475117;11,494
45,475765;11,481
45,476436;11,464
45,477084;11,5
45,477756;11,489
45,478404;11,496
45,479365;11,533
45,480036;11,543
45,480684;11,547
45,481355;11,515
45,482027;11,519
45,483242;11,492
45,483913;11,51
45,484561;11,509
45,485221;11,501
45,485881;11,495
45,486552;11,508
45,487223;11,523
45,487871;11,495
45,488543;11,498
45,489214;11,486
45,489862;11,503
45,490534;11,498
45,491182;11,518
45,491853;11,499
45,492513;11,506
45,493172;11,482
45,493844;11,484
45,494492;11,497
45,495163;11,526
45,495834;11,508
45,496494;11,532
45,497154;11,494
45,497825;11,487
45,498485;11,534
45,499145;11,513
45,499816;11,513
45,500487;11,518
45,501147;11,519
45,501807;11,537
45,502478;11,516
45,503149;11,529
45,503809;11,505
45,50448;11,531
45,505152;11,545
45,505811;11,512
45,506483;11,533
45,507142;11,514
45,507814;11,522
45,508473;11,526
45,509145;11,5
45,509804;11,518
45,510476;11,53
45,511135;11,529
45,511807;11,543
45,512478;11,529
45,513138;11,531
45,513809;11,503
45,514469;11,519
45,51514;11,525
45,5158;11,52
46,422142;11,814
46,422802;11,812
46,423462;11,829
46,42411;11,805
46,42477;11,801
46,425441;11,819
46,426089;11,814
46,426749;11,805
46,427409;11,824
46,428068;11,821
46,428716;11,786
46,429376;11,83
46,430036;11,805
46,430707;11,802
46,431367;11,802
46,432027;11,791
46,432686;11,794
46,433334;11,837
46,434006;11,795
46,434665;11,787
46,435325;11,795
46,435985;11,816
46,436645;11,749
46,437316;11,767
46,437976;11,786
46,438635;11,789
46,439307;11,788
46,439978;11,84
46,440638;11,795
46,441297;11,799
46,441957;11,775
46,442617;11,755
46,443288;11,802
46,443936;11,764
46,444608;11,807
46,445279;11,802
46,445927;11,794
46,446587;11,787
46,447246;11,777
46,447906;11,794
46,448566;11,785
46,449237;11,795
46,449897;11,8
46,450568;11,781
46,451228;11,782
46,451899;11,811
46,452559;11,804
46,45323;11,822
46,453913;11,829
46,454573;11,812
46,455221;11,798
46,455892;11,8
46,45654;11,832
46,4572;11,802
46,45786;11,807
46,45852;11,817
46,459191;11,822
46,459862;11,8
46,46051;11,795
46,46117;11,804
46,46183;11,826
46,46249;11,798
46,463149;11,796
46,463809;11,816
46,46448;11,805
46,46514;11,829
46,4658;11,824
46,466459;11,821
46,467119;11,817
46,467779;11,812
46,468439;11,839
46,469098;11,827
46,469758;11,835
46,470429;11,811
46,471101;11,813
46,47176;11,825
46,47242;11,794
46,473091;11,822
46,47374;11,818
46,474399;11,859
46,475071;11,824
46,476031;11,875
46,476691;11,867
46,477351;11,871
46,478022;11,863
46,478693;11,849
46,479353;11,863
46,480024;11,877
46,481193;11,863
46,481853;11,861
46,482513;11,83
46,483184;11,844
46,483832;11,861
46,484503;11,838
46,485175;11,834
46,485834;11,822
46,486506;11,823
46,487177;11,823
46,487837;11,843
46,488508;11,819
46,489179;11,829
46,489828;11,811
46,490499;11,807
46,49117;11,817
46,491818;11,835
46,49249;11,811
46,493161;11,817
46,493809;11,783
46,49448;11,823
46,495152;11,82
46,4958;11,796
46,496471;11,794
46,497142;11,8
46,49779;11,821
46,498462;11,814
46,499121;11,82
46,499793;11,804
46,500464;11,818
46,501135;11,824
46,501807;11,808
46,502455;11,809
46,503126;11,788
46,503797;11,794
46,504446;11,784
46,505117;11,799
46,505788;11,797
46,506459;11,802
46,507119;11,812
46,507779;11,781
46,508427;11,803
46,509098;11,813
46,50977;11,783
46,510441;11,821
46,511112;11,818
46,511784;11,828
46,512432;11,809
46,513091;11,804
47,39026;12,076
47,39379;12,118
47,39737;12,336
47,40786;12,134
47,41138;12,129
47,41487;12,14
47,41837;12,226
47,419353;11,961
47,420024;11,952
47,420684;11,955
47,421344;11,965
47,42196;12,097
47,422015;11,973
47,422675;11,948
47,423334;11,971
47,423983;11,963
47,424654;11,95
47,425314;11,963
47,425973;11,952
47,426621;11,914
47,427293;11,951
47,427953;11,984
47,428601;11,95
47,429272;11,959
47,429932;11,982
47,430603;11,949
47,431263;11,941
47,431911;11,958
47,432582;11,963
47,433242;11,953
47,43389;11,97
47,434561;11,95
47,435221;11,958
47,435869;11,962
47,43654;11,975
47,4372;11,955
47,437871;11,974
47,438531;11,956
47,439191;11,962
47,439851;11,96
47,44051;11,964
47,441159;11,964
47,441818;11,983
47,442478;11,973
47,443138;11,98
47,443797;11,952
47,444457;11,971
47,445105;11,975
47,445777;11,973
47,446436;11,98
47,447108;11,969
47,447767;11,956
47,448427;11,964
47,449098;11,979
47,449758;11,93
47,450429;11,938
47,451089;11,918
47,451749;11,929
47,452409;11,953
47,453068;11,946
47,453728;11,958
47,454399;11,952
47,455059;11,952
47,455719;11,959
47,456378;11,966
47,457038;11,955
47,457698;11,965
47,458358;11,942
47,459029;11,954
47,459689;11,967
47,46036;11,962
47,46102;11,953
47,461691;11,953
47,462362;11,943
47,463022;11,953
47,463693;11,946
47,464365;11,952
47,465024;11,951
47,465684;11,957
47,466344;11,952
47,467003;11,946
47,467663;11,953
47,468323;11,941
47,468994;11,941
47,469654;11,941
47,470314;11,935
47,470973;11,93
47,471633;11,921
47,472293;11,952
47,472953;11,953
47,473902;11,957
47,474561;11,967
47,475233;11,958
47,475892;11,949
47,476564;11,945
47,477235;11,957
47,478415;11,965
47,479087;11,928
47,479746;11,944
47,480406;11,922
47,481078;11,954
47,481737;11,912
47,482397;11,951
47,483068;11,92
47,483728;11,938
47,484399;11,956
47,485059;11,952
47,485719;11,937
47,48639;11,953
47,48705;11,953
47,487709;11,953
47,488369;11,965
47,48904;11,958
47,489689;11,947
47,49036;11,966
47,491031;11,968
47,491703;11,955
47,492351;11,967
47,493022;11,972
47,493693;11,99
47,494353;11,987
47,495013;11,973
47,495684;11,993
47,496344;12,018
47,497003;12,01
47,497663;11,976
47,498323;11,998
47,498994;12,01
47,499654;11,984
47,500314;12,012
47,500973;12,002
47,501645;11,988
47,502293;12,015
47,502953;12,02
47,503612;11,999
47,504284;12,019
47,504943;11,995
47,505603;12,012
47,506263;12,005
47,506934;12,007
47,507605;11,996
47,508277;11,993
47,508936;11,987
47,509608;11,98
47,510267;11,98
48,158026;11,659
48,41661;11,913
48,41727;11,912
48,417918;11,915
48,418578;11,919
48,419237;11,92
48,419897;11,915
48,420557;11,895
48,421205;11,931
48,421853;11,878
48,422501;11,887
48,423149;11,909
48,423809;11,9
48,424469;11,883
48,425128;11,879
48,4258;11,892
48,426471;11,905
48,427131;11,87
48,427802;11,879
48,428462;11,878
48,429121;11,871
48,42977;11,894
48,430418;11,887
48,431066;11,882
48,431737;11,897
48,432397;11,892
48,433057;11,925
48,433716;11,873
48,434388;11,872
48,435036;11,881
48,435684;11,865
48,436332;11,846
48,436992;11,879
48,437663;11,865
48,438323;11,874
48,438971;11,875
48,439642;11,851
48,440302;11,869
48,440962;11,855
48,44161;11,866
48,442281;11,883
48,442941;11,879
48,443601;11,868
48,444249;11,858
48,444897;11,888
48,445568;11,876
48,446228;11,87
48,446888;11,878
48,447536;11,858
48,448207;11,873
48,448867;11,868
48,449538;11,892
48,450198;11,887
48,450846;11,88
48,451517;11,883
48,452177;11,885
48,452825;11,882
48,453496;11,886
48,454156;11,877
48,454804;11,912
48,455476;11,917
48,456135;11,911
48,456807;11,889
48,457466;11,89
48,458126;11,896
48,458797;11,883
48,459457;11,919
48,460117;11,907
48,460777;11,931
48,461425;11,922
48,462096;11,915
48,462744;11,893
48,463415;11,901
48,464075;11,922
48,464735;11,915
48,465395;11,914
48,466054;11,902
48,466726;11,889
48,467385;11,903
48,468057;11,924
48,468716;11,912
